,LFUAvgReaccess,LRUAvgReaccess,No_of_unique_items,Avg_item_freq,Frequency_skewness,Max_consecutive_duplicates,Entropy_of_sequence,Ratio_of_unique_items,Cache_size,Array_length,Best_algo_encoded,Median_reaccess_time,Percent_items_reused,Std_dev_item_freq,Run_length_entropy,Longest_repeat_run_length,Gini_index_of_freq,Item_position_variance,Reused_distance_variance,Recency_frequency_ratio
10,968.9206481790845,1265.5232417487473,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333136.661764706,401.0618854254979,1.0
11,1002.6923698674426,1236.7466176716218,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333144.954545454,395.86666477956567,1.0
12,949.3067156698964,1296.5125280801797,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333137.602941177,402.1793021821051,1.0
13,983.8365173817726,1200.3426539518346,32,312.5,1.659749702688437,1,4.723856189774726,0.0032,25,1000,0,41.0,1.0,217.58618981911513,13.287712379549449,1,0.28874999999999995,8333162.2734375,402.22769490580123,1.0
14,1060.5036016285626,1297.2493938904154,32,312.5,1.659749702688437,1,4.723856189774726,0.0032,25,1000,0,35.0,1.0,217.58618981911513,13.287712379549449,1,0.28874999999999995,8333156.640625,391.3926513478766,1.0
15,1045.958346382712,1173.4370454178115,32,312.5,1.659749702688437,1,4.723856189774726,0.0032,25,1000,0,35.0,1.0,217.58618981911513,13.287712379549449,1,0.28874999999999995,8333151.3671875,386.4044997664275,1.0
16,955.1804355340477,1241.102488765987,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
17,1076.602071500167,1169.5487050960735,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333133.154411765,399.99708518293926,1.0
18,1045.3312729702639,1147.5628132020045,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333137.602941177,402.1793021821051,1.0
19,966.1629485935985,1160.694337731752,33,303.030303030303,1.7826068641249726,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462556,13.287712379549449,1,0.27999999999999997,8333147.590909091,401.7850291735779,1.0
20,1039.2468477206596,1238.109737765158,33,303.030303030303,1.782606864124972,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333152.833333333,409.45522389028775,1.0
21,1014.4290010023387,1125.8041771094402,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333134.56617647,399.6696074802029,1.0
22,936.8544938189108,1112.651353157367,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333134.955882353,399.78791861826494,1.0
23,1001.0814033874871,1264.590217767024,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
24,951.841416100873,1487.1174210790045,33,303.030303030303,1.7826068641249726,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462556,13.287712379549449,1,0.27999999999999997,8333147.378787879,400.66413020698815,1.0
25,939.344487552538,1198.3706363788208,33,303.030303030303,1.7826068641249726,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462556,13.287712379549449,1,0.27999999999999997,8333152.159090909,407.89556881141095,1.0
26,973.5233321811269,1232.655547874179,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
27,973.463465890721,1220.5580424252548,33,303.030303030303,1.782606864124972,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333155.863636363,413.4488517435117,1.0
28,948.7217350454118,1199.5341845805722,32,312.5,1.659749702688437,1,4.723856189774726,0.0032,25,1000,0,42.0,1.0,217.58618981911513,13.287712379549449,1,0.28874999999999995,8333168.515625,412.17932520502205,1.0
29,961.4315690573129,1205.3041861968643,32,312.5,1.659749702688437,1,4.723856189774726,0.0032,25,1000,0,35.0,1.0,217.58618981911513,13.287712379549449,1,0.28874999999999995,8333151.1796875,385.44382560912413,1.0
30,972.9076947946977,1279.8000668114248,33,303.030303030303,1.7826068641249726,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462556,13.287712379549449,1,0.27999999999999997,8333159.083333333,420.4464841129333,1.0
31,987.3199159392176,1126.0127707727127,33,303.030303030303,1.7826068641249726,1,4.763856189774726,0.0033,25,1000,2,50.0,1.0,215.30084446462556,13.287712379549449,1,0.27999999999999997,8333145.810606061,402.3934948206578,1.0
32,1010.5822675423436,1248.5288627722089,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
33,978.6399933177414,1305.4356315880423,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333141.360294118,408.61253593343196,1.0
34,984.7248580020047,1279.0006912044237,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333140.213235294,406.37410801984635,1.0
35,980.0063947459385,1254.938126512271,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
36,991.1249582358837,1317.4461724555038,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333140.779411765,407.45328586388985,1.0
37,993.1741028128031,1242.1306163353934,33,303.030303030303,1.7826068641249726,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462556,13.287712379549449,1,0.27999999999999997,8333148.295454546,399.4984084581557,1.0
38,982.9148012028065,1251.964230171073,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333136.213235294,400.62328538544193,1.0
39,997.1870031109574,1245.8558589699273,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
40,980.2711717939854,1245.1374006221915,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
41,992.5651572761839,1264.5998963014172,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
42,970.4890074361462,1248.6183397360949,33,303.030303030303,1.782606864124972,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333159.924242424,422.8868452811102,1.0
43,1000.8733166301284,1271.2663649587846,32,312.5,1.659749702688437,1,4.723856189774726,0.0032,25,1000,0,43.0,1.0,217.58618981911513,13.287712379549449,1,0.28874999999999995,8333169.359375,416.5023589128872,1.0
44,1007.6641894227446,1278.9111648807466,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
45,1001.3287671232877,1198.4587869362365,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333138.602941177,403.6170078407062,1.0
46,991.007258900795,1270.1598686484617,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
47,998.9642499164718,1249.1510281665803,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333135.779411765,400.2647575708845,1.0
48,968.8551620447711,1275.812510800069,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333138.602941177,403.6170078407062,1.0
49,1004.7988247493951,1255.5298997580367,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
50,966.0672486259296,1119.8012934518997,33,303.030303030303,1.7826068641249715,2,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.24791237954945,2,0.27999999999999997,8333156.681818182,417.7723191860721,1.0
51,933.9594052789843,1054.0750083528233,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333134.19117647,399.63136856763924,1.0
52,940.5822825735531,1088.70564650852,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333149.439393939,407.5464586662624,1.0
53,978.0075175409288,1199.419561085191,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333139.661764706,405.37500240130106,1.0
54,926.1463414634146,1229.8290726817042,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333134.56617647,399.6696074802029,1.0
55,980.6272035948842,1234.2894918769443,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
56,954.6729426055268,1104.0867122247532,31,322.5806451612903,1.5407281136448339,2,4.683856189774726,0.0031,25,1000,0,35.0,1.0,219.5445100280459,13.24791237954945,2,0.2954838709677419,8333173.4677419355,402.6976671517596,1.0
57,1042.811727363849,1322.857784689822,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333141.955882353,409.85185822847245,1.0
58,961.3814379536813,1221.7115451088835,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
59,961.365502748141,1227.8503424085518,33,303.030303030303,1.782606864124972,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333152.651515151,408.4944533474966,1.0
60,1018.0101842871,1180.856935014549,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,2,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333148.4772727275,404.46558340023836,1.0
61,910.8153895893954,1213.177217304159,33,303.030303030303,1.7826068641249726,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462556,13.287712379549449,1,0.27999999999999997,8333149.136363637,405.9451744282771,1.0
62,952.2024724356833,1139.5715001670565,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333134.56617647,399.6696074802029,1.0
63,1018.0953766569673,1410.5874394521463,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333144.287878788,396.35024357343207,1.0
64,1691.4916471767458,1249.5197857266287,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333143.830882353,414.050258466585,1.0
65,949.6698964249916,1306.7613616727147,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333138.095588235,402.8581188986564,1.0
66,970.9146215001729,1243.5642931213274,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
67,1019.0001616553508,1247.7761817270753,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333149.015151516,401.29825629352626,1.0
68,957.6690914969286,1074.0583027063146,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333144.681818182,398.4319130828131,1.0
69,1011.4567922571725,1258.623746975458,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
70,998.3628466421651,1283.1107655088992,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333140.213235294,406.37410801984635,1.0
71,993.8390943657104,1278.0207397165573,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
72,965.9761109254928,1332.4071194055641,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333143.19117647,412.5707194950489,1.0
73,957.2512529234881,1214.9702639492148,34,294.11764705882354,1.9096300515830478,2,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.24791237954945,2,0.26941176470588235,8333147.25,422.64903670674147,1.0
74,1034.988138990979,1329.6958700535683,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333141.360294118,408.61253593343196,1.0
75,991.7295195298998,1251.3532665053579,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
76,998.5718342799867,1241.9504060825989,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333141.360294118,408.61253593343196,1.0
77,991.580354159706,1304.7836530153793,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333139.125,404.45596900825444,1.0
78,1140.9799532241898,1075.8407951887739,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333134.19117647,399.63136856763924,1.0
79,979.7689609087872,1244.113875928806,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333138.095588235,402.8581188986564,1.0
80,1055.5952150016165,1205.9285117755137,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333148.2272727275,401.141321714321,1.0
81,1039.6869361844304,1268.1572490063936,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333140.213235294,406.37410801984635,1.0
82,1037.021823472357,1071.7932186403875,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333147.462121212,403.1076855217482,1.0
83,1071.2474943420627,1287.041590111909,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333150.71969697,404.29587332186384,1.0
84,1417.3784351762042,1189.8790713211959,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333149.681818182,404.821081617094,1.0
85,1035.2977877635672,1190.2962322848255,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
86,1027.1446708987637,1172.7049782826596,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333145.838235294,418.96930873418347,1.0
87,985.6680838141513,1157.5379677469862,31,322.5806451612903,1.5407281136448339,1,4.683856189774726,0.0031,25,1000,0,39.0,1.0,219.5445100280459,13.287712379549449,1,0.2954838709677419,8333190.596774193,423.6319927516097,1.0
88,1045.9911460073504,1102.1249791144528,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333133.154411765,399.99708518293926,1.0
89,1015.8797193451387,1132.3416304710993,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333133.830882353,399.6732018805741,1.0
90,1059.2460394439056,1079.7508891044295,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,2,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333140.840909091,392.1580491431899,1.0
91,1042.1368821292776,1206.782578638092,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
92,993.9613643711607,1271.9417070319025,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333154.681818182,411.2102481381093,1.0
93,1053.2594568380214,1201.3069984967428,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333152.5,407.69381122850393,1.0
94,1047.9351762043323,1159.6884917320863,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333153.287878788,411.85715024726585,1.0
95,1048.653301071552,1208.4139301762875,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
96,1035.0775141997995,1185.8538102643856,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333141.360294118,408.61253593343196,1.0
97,1044.880387570999,1178.011404872991,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333140.779411765,407.45328586388985,1.0
98,1053.6868735855157,1184.6711207616502,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333150.128787879,409.1861780979671,1.0
99,1029.4178082191781,1242.8399861759115,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333140.779411765,407.45328586388985,1.0
100,1044.2198409955065,1205.7855167646042,35,285.7142857142857,2.0412414523193148,1,4.843856189774726,0.0035,25,1000,2,50.0,1.0,209.95626366712952,13.287712379549449,1,0.2571428571428571,8333129.464285715,405.743068627804,1.0
101,1011.6553507921112,1145.37765157842,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333146.4772727275,397.9035117482958,1.0
102,981.5716672235216,1295.261102471056,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333145.154411765,417.2495530861522,1.0
103,1029.9796191112596,1238.5339554173147,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333141.955882353,409.85185822847245,1.0
104,1042.8301035750083,1291.544669085882,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333143.19117647,412.5707194950489,1.0
105,1010.319746074173,1660.6092966994988,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333137.602941177,402.1793021821051,1.0
106,968.4126294687604,1229.616208743736,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333135.360294118,399.9863019818255,1.0
107,986.7104752667314,1254.599465508602,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333152.840909091,407.4920536254641,1.0
108,966.8934179752756,1106.5492816572,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333134.19117647,399.6313685676393,1.0
109,948.6357424840571,1214.995929231251,31,322.5806451612903,1.5407281136448339,1,4.683856189774726,0.0031,25,1000,0,35.0,1.0,219.5445100280459,13.287712379549449,1,0.2954838709677419,8333175.572580645,395.1223502054886,1.0
110,974.931506849315,1182.1522377743217,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333134.56617647,399.6696074802029,1.0
111,944.3974273304377,1261.7734577501296,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333138.095588235,402.8581188986564,1.0
112,980.1563648513197,1095.7133311059138,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333133.485294118,399.7951074190075,1.0
113,1003.2001336451721,1127.5593050451052,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333132.838235294,400.27913517236954,1.0
114,986.6937854994989,1341.5695524451357,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333143.19117647,412.5707194950489,1.0
115,1005.8401269629135,1261.9400380162433,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333133.830882353,399.6732018805741,1.0
116,992.9274167474944,1294.7270753298815,33,303.030303030303,1.7826068641249715,1,4.763856189774726,0.0033,25,1000,0,50.0,1.0,215.30084446462558,13.287712379549449,1,0.27999999999999997,8333146.25,396.70254856980677,1.0
117,986.1423321082526,1229.6773803352341,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,0,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333134.955882353,399.78791861826494,1.0
118,984.6187771466756,1095.3055462746408,34,294.11764705882354,1.9096300515830478,1,4.803856189774726,0.0034,25,1000,2,50.0,1.0,212.7428390591191,13.287712379549449,1,0.26941176470588235,8333133.154411765,399.99708518293926,1.0
